Timestamp,Email Address,Media Source URL,1-8 word Summary,(Annotated) Screenshot,Start Time,End Time,Keywords (comma separated),Comments,Meta Level Comment?,
4/7/2021 19:07:07,Anonymous 4,https://youtu.be/DiFJryy_jiY,calling customer service,,0:05:21,,"tourettes, tics, reaction","She says that she tried to call customer service but they kept hanging up because she telling them to f*ck off (tics). I think this is a good example of some of the issues that people with Tourette's go through. She didn't exactly explain how the conversation exactly went, but I would like to say that probably explaining that she has Tourette's might have helped with the issue of them hanging up. But that is only the case if the person on the line knew what Tourette's are. Otherwise, she would have to explain and educate them, which would take a bit of time. So I think that if the employee knew what Tourette's are and if the creator mentioned that she has Tourette's, it would have been a manageable situation. I think that this could be an example as to why educating the public is important.",,Tourettes 
4/7/2021 19:15:47,Anonymous 4,https://youtu.be/DiFJryy_jiY,"close call, almost killed",,0:06:12,,"gaming, tics, tourettes","Creator almost killed player in the presence of a witness. Not sure if not clicking it was a tic, or if she intended to click it and her tic saved her, or if a tic was not even involved.",,Tourettes 
4/7/2021 19:18:41,Anonymous 4,https://youtu.be/DiFJryy_jiY,curses at her friend (tic),,0:06:55,,"tics, tourettes, reaction","Tells her friend to f*ck off and apologizes, but because the creator informed the other players about her tics, the players were not offended. Shows that communication and education is important in avoiding miscommunication that could arise from tics",,Tourettes 
4/7/2021 19:34:34,Anonymous 4,https://youtu.be/DiFJryy_jiY,explaining her tic,,0:07:53,0:08:26,"tics, tourettes, educating, reaction","After one of her tics, a player mentions that she sounds like a gps. To this, she explains echo, which is when a person with Tourettes copies something that they have heard earlier, and repetition affects the tics as well, which may become annoying In Overwatch and the repeating voicelines. She also mentions that the tics can morph. This was new information to me, and it was a qeustion that I was curious about. The players seem to interested as well. Another good opportunity for the players and viewers to learn more about Tourette's.",,Tourettes 
4/9/2021 11:56:33,Anonymous 4,https://youtu.be/DiFJryy_jiY,reflection,,,,reflection,"In this video, I learned about echo. The creator had a chance to explain to the players that echo is when a person with Tourette’s repeats what they have heard earlier, and the repetition has an effect on the tic as well. Additionally, the tics may morph into new tic. This was new information to me, and it was a topic that I was curious about as I did my close readings. Now that I have this new information, I was able to recognize more patterns in her tics and other the tics of other creators as well, like the change in tone or accents and the words that she uses. This creator’s videos also debunked my initial assumption that the tics would affect her gameplay. Her tics didn’t cause her to make mistakes or create undesired gameplay. And once again, I felt that the creator did well educating the players and viewers whenever she found the opportunity to.",Auto-ethnographic Reflection,Tourettes 
4/9/2021 11:54:46,Anonymous 4,https://youtu.be/JAXO2o33M9g,reflection,,,,reflection,"This video was a vlog about a day in the creator’s life. One thing that I noticed was that she seemed to have difficulty moving her arm. Because I don’t want to assume anything, I tried to go see her blog if there was a more detailed description about her disability, and I had no luck yet. But just based on observations, she seemed to have trouble moving her arm, specifically her left. And while I do see a lot of wheelchairs and technologies for actual movement, I don’t recall technology design for arm mobility. Personally, for the logging process, I’m still trying to get comfortable with it. There isn’t anything wrong with the process itself, if anything, it’s efficient. But I’m still trying to get the hang of what to actually write.",Auto-ethnographic Reflection,Tourettes 
4/9/2021 11:54:01,Anonymous 4,https://youtu.be/jZ4I4YI1j_A,reflection,,,,reflection,"This video was an unplanned video by the creator, so some of the repeated topics in the video were the lack of education and the lack of publicity about Ableism. This was repeated multiple times, and it shows that the creator was most bothered by this. One thing I did learn is that the creator does not wholeheartedly agree with the term “Ableism”. It was naïve of me to think that the disabled community would gladly accept this term, especially when some people in this community did not even know the term existed. I think this really does support the idea of lack of education and publicity when it comes to Ableism. As for the logging process, I do feel a bit awkward with the commentary. I’m still trying to get comfortable finding the balance between my own emotional commentary and analysis. I still question myself if what I have written is good enough.",Auto-ethnographic Reflection,Tourettes 
3/23/2021 19:05:07,Anonymous 4,https://youtu.be/M-QcdHgJQwc,introducing vlog content,,0:00:00,0:00:18,"vlog, tourettes, introduction","simple introduction of what the vlog is going to be about, cute and energetic. Will be making brownies. said will be doing ""make my treats disappear"" challenge if the video reaches 1000 likes. Seeing other videos by other people with Tourette, I would guess that maybe she's implying that she will throw the dessert? But it's just a guess and I will have to see later.",,Tourettes 
3/23/2021 19:22:31,Anonymous 4,https://youtu.be/M-QcdHgJQwc,tic attack,,0:00:19,0:00:24,"Tourette, vlog, tic, tic attack, video editing","The creator shows a series of tics, and uses a black screen to say that she was having a tic attack. The style of editing and the black screen seemed to make the situation less heavy and bring a comedic effect, especially with the comic sans font which used to be ( and still is?) a form of joke. This style of editing is often used in other vlogs as well. I think this matches well with the age of the creator (she seems pretty young) and goes to show the intended atmosphere of the video. It seems that the creator intended to create a light-hearted video about her experience with cooking with Tourettes.",,Tourettes 
3/23/2021 19:30:37,Anonymous 4,https://youtu.be/M-QcdHgJQwc,Vlog intro part 2,,0:00:25,0:00:48,"vlog, video editing, tics, tourette","The creator introduces the content of the video again. There are tics in between the dialogue and there are quite a bit of cuts in between the scenes. However, they were all very subtle and smooth, which might be difficult to do tics. The creator's parents or a family member seems to be present in the room and/or filming, which makes me wonder if the family also assists in the editing process.",,Tourettes 
3/23/2021 19:41:52,Anonymous 4,https://youtu.be/M-QcdHgJQwc,pouring flour,,0:01:05,,"vlog, baking, prep, Tourette, tic",creator holds her wrist as she pours the flour to prevent an accident caused by her tic. both the creator and I are nervous about the events to come.,,Tourettes 
3/23/2021 19:48:38,Anonymous 4,https://youtu.be/M-QcdHgJQwc,Pouring the milk,,0:01:29,0:02:04,"vlog, baking, Tourette, milk",The creator is about to pour the milk and is nervous about the process. She stands to think about how to go about pouring the milk and puts her phone on another counter. Everything seems to go smoothly.,,Tourettes 
3/23/2021 19:52:26,Anonymous 4,https://youtu.be/M-QcdHgJQwc,repeated phrases,,0:02:30,,"tics, vlog, Tourette,","Seems to repeat the phrases ""F*ck off"" and ""Nick's"" often. And other phrases seem to be vaguely related to the object or the situation",,Tourettes 
3/23/2021 20:00:12,Anonymous 4,https://youtu.be/M-QcdHgJQwc,breaks the eggs,,0:02:46,,"tics, accident, vlog, baking, Tourette","broke 2 eggs, quite a sudden motion. Surprised me a bit because it was kind of unexpected. The creator shows instead regret for throwing the eggs and quickly tries to clean up the mess.",,Tourettes 
3/23/2021 20:02:15,Anonymous 4,https://youtu.be/M-QcdHgJQwc,using the stove,,0:04:34,,"Tourette, vlog, baking, stove",About to use the stove. Getting worried because the stove can be dangerous and prone to accidents,,Tourettes 
3/23/2021 20:07:03,Anonymous 4,https://youtu.be/M-QcdHgJQwc,Cooking the pancakes,,0:05:38,,"tics, vlog, baking, Tourette","Very nervous whenever the creator reaches for the pan. Seeing how sudden some of the tics can be, I'm worried that she might smack the pan ( like she did earlier). I wonder how they prevent accidents? The person behind the camera is most likely a bit far away to capture the scene, so I don't think that they'd be able to stop the creator in time from hurting herself from a tic. But now in this part of the video, I don't hear anyone else in the room.",,Tourettes 
3/23/2021 20:12:16,Anonymous 4,https://youtu.be/M-QcdHgJQwc,waiting for the pancake to cook,,0:06:02,0:06:31,"tic, vlog, baking, Tourette, body language","Compared to before and despite my worries, the creator seems less nervous in front of the stove. When making the batter, there were signs of the creator attempting to restrain herself to prevent accidents from her tic, but there are no signs of that now. She's putting her weight on one leg and has a hand on her hip, making herself seem more relaxed. I would think that she would be more nervous in front of the stove because of possibility of being burned, but I guess she is not.",,Tourettes 
3/23/2021 20:16:29,Anonymous 4,https://youtu.be/M-QcdHgJQwc,Male voice joins,,0:06:38,,"vlog, baking, new person",New person joins the room. Can't be seen in the video but emerges in the audio. Maybe her father? Tells her not to flip the pancake twice.,,Tourettes 
3/23/2021 20:19:23,Anonymous 4,https://youtu.be/M-QcdHgJQwc,"Loud music, chocolate starts burning",,0:06:57,0:07:11,"vlog, baking, accident, music","The chocolate that was on the stove starts burning. The music gets suddenly louder that matches the energy of the chaos in the kitchen. But the people in the room finds the situation funny. Also no tics in this situation, which makes me wonder why the creator did not show tics in this particular situation.",,Tourettes 
3/23/2021 20:20:21,Anonymous 4,https://youtu.be/M-QcdHgJQwc,almost touched the stove,,0:07:23,,"tics, Tourette, accident",almost touched the stove! Made my heart drop. The creator's too,,Tourettes 
3/23/2021 20:22:03,Anonymous 4,https://youtu.be/M-QcdHgJQwc,flips the pancake,,0:08:06,,"baking, vlog",successfully flips the pancake without the spatula! Nervous but made me happy,,Tourettes 
3/23/2021 20:24:19,Anonymous 4,https://youtu.be/M-QcdHgJQwc,zoomed in editing style,,0:08:55,,video editing,"Repeatedly zooms in to a part of the screen. This is an editing style that I see in vlogs often, usually to focus on a funny part of the scene. This makes me think that the creator does take part in the editing.",,Tourettes 
3/23/2021 20:28:17,Anonymous 4,https://youtu.be/M-QcdHgJQwc,drops the last pancake,,0:10:06,,"vlog, accident",flipping pancake gone wrong.. I don't think that this accident was because of a tic,,Tourettes 
3/23/2021 20:29:34,Anonymous 4,https://youtu.be/M-QcdHgJQwc,closing scene,,0:10:26,,"vlog, closing, Tourette, tics",The closing seemed to be cut short along with a clip of a tic.,,Tourettes 
4/9/2021 11:53:24,Anonymous 4,https://youtu.be/M-QcdHgJQwc,reflection,,,,"refllection, tourettes","A pattern that I saw in the video was that the creator has certain tics that she displays constantly. While some of the tics are related to that situation or object in front of her, some of tics are constant despite that. One thing that I realized as I was watching the video was that I was unsure of some of the terminology I was trying to use. I wasn’t sure how to address some parts of the disability, like how to talk about the tics and what kind of terminology I should be using to talk about it. The logging process is getting more comfortable now; I just need to get more comfortable with putting my thoughts in words. And compared to my last close reading, I chose a longer Youtube video this time. And I found myself using the end time more to do a close reading. Looking at my peers’ responses, I realized that they had more of an immediate reaction. I don’t think that my responses show my emotions or what I’m feeling at that moment in the video. I haven’t really found things that could inspire technology design, but I did learn about Tourettes in a natural setting and that made me start thinking about how technology design could be inspired.",Auto-ethnographic Reflection,Tourettes 
4/3/2021 12:33:20,Anonymous 4,https://youtu.be/NtJI8qgVKz4,intro with some tic clips,,0:00:00,0:00:14,"tourettes, vlog,","Introduction of the video contents with family. Her family seems unfazed by the cuss words, most likely because of the repetition of tics. I found this amusing, but I think my parents would be horrified.",,Tourettes 
4/3/2021 13:00:33,Anonymous 4,https://youtu.be/NtJI8qgVKz4,breaks the egg,,0:00:43,,"tourettes, reactions, vlog","the family members don't seem to be too concerned about mistakes. They stand near, but they're not physically alert (no body language) or worried. If anything, they seem amused by the mistakes.",,Tourettes 
4/3/2021 13:08:31,Anonymous 4,https://youtu.be/NtJI8qgVKz4,almost throws egg at someone's face,,0:01:10,,"tourretes, vlog, laugh",family breaks into a fit of laughter when the creator almost throws the egg at her face. No anger from the almost-victim and the whole family just laughs for a while to the points of tears. I'm guessing that while the egg throwing was new (seeing how red her face was from the surprise) the accidents are quite common seeing their laughter.,,Tourettes 
4/3/2021 13:17:23,Anonymous 4,https://youtu.be/NtJI8qgVKz4,throws the egg,,0:01:31,,"tourretes, accidents, laughter, reaction",Most people are laughing. The previous almost-victim flinches but laughs at the accident. One person seems to be confused on how to feel about the mess (scratching her neck) but laughs it off.,,Tourettes 
4/3/2021 13:25:15,Anonymous 4,https://youtu.be/NtJI8qgVKz4,"repeats ""chicken""",,0:01:52,,"tourettes, tic","The creator continues to repeat ""chicken"" while holding the egg. I wonder if the situation influences the tic?",,Tourettes 
4/3/2021 13:27:20,Anonymous 4,https://youtu.be/NtJI8qgVKz4,people stands a distance away,,0:02:13,,"reaction, tourretes","The people seem to be standing some distance away as she is holding the egg. They might be anticipating another throwing, which I would be too.",,Tourettes 
4/3/2021 13:38:18,Anonymous 4,https://youtu.be/NtJI8qgVKz4,explaining how to separate yolk,,0:02:18,,"tourettes, reaction","Rather than helping her directly, they are giving her independence in trying to do most of the process by herself. I don't think my parents would let me do this by myself because of the accidents and the clean up lol. Maybe it is for the sake of the video, but if it's not, I wonder how the creator feels about this",,Tourettes 
4/3/2021 13:47:10,Anonymous 4,https://youtu.be/NtJI8qgVKz4,someone steps to crack the eggs,,0:02:40,0:02:53,"tourettes, reaction, help","one of family members step in to help with cracking the eggs, probably to speed up the process and save some eggs",,Tourettes 
4/3/2021 13:50:29,Anonymous 4,https://youtu.be/NtJI8qgVKz4,slaps the egg out of her hands,,0:02:51,,"tourettes, tic, reaction, laughter, accident, help",The creator slaps the egg out of her helper's hands. She looks a bit embarrassed and looks at her hands and laughs.,,Tourettes 
4/3/2021 13:55:21,Anonymous 4,https://youtu.be/NtJI8qgVKz4,"slaps the egg, helper not amused",,0:02:57,,"tic, tourettes, reaction, accident","the helper says ""we don't have that many eggs"" with a straight face. Out of all the reactions, this was mosty likely the most negative reaction I've seen so far. She doesn't look mad, just not amused. Creator seems a bit embarrassed once more. In that situation, I would be too, since tics are not something one can control. But also, the eggs are going to waste soo",,Tourettes 
4/3/2021 13:59:32,Anonymous 4,https://youtu.be/NtJI8qgVKz4,takes away a bottle of something,,0:04:09,,"tourettes, tic, reaction, help","The creator taps the bottle of something against the counter and her mom takes it away. This is the first time something was physically taken from the creator, and she says ""I really don't want that everywhere"". They seem to be anticipating her tics already, although they do have a positive reaction to it. This seems to be that they have good understanding of how tics work",,Tourettes 
4/3/2021 14:45:11,Anonymous 4,https://youtu.be/NtJI8qgVKz4,throwing flour,,0:04:36,,"tourettes, tic, accident","oh no , not the flour! But they seem to find it amusing. And there is no longer any action to hold the creator back",,Tourettes 
4/3/2021 15:04:40,Anonymous 4,https://youtu.be/NtJI8qgVKz4,helps to move baked good,,0:05:13,,"tourettes, tic, help","helps to move the baked good off the tray, and she aids in moving. Would be sad to lose the result at the end heh",,Tourettes 
4/3/2021 15:06:30,Anonymous 4,https://youtu.be/NtJI8qgVKz4,change in lighting (over time),,0:05:19,,lighting,"the lighting changes over time in this video, showing how much time it took to film the entire process",,Tourettes 
4/3/2021 15:08:16,Anonymous 4,https://youtu.be/NtJI8qgVKz4,"whipped cream, most people are gone",,0:05:32,,"tics, tourettes, people","Seems like most people are either gone or behind the camera? I wonder why, were they tired after the long process?",,Tourettes 
4/3/2021 15:09:35,Anonymous 4,https://youtu.be/NtJI8qgVKz4,too much whipped cream,,0:05:52,,"accident, tic, tourettes, reaction","Says that's enough whipped cream, but doesn't actually do anything to stop her.",,Tourettes 
4/3/2021 15:20:52,Anonymous 4,https://youtu.be/NtJI8qgVKz4,"ending, overall thoughts",,,,"tourettes, reactions","It was great to see the positive reactions in the moments of accidents, and that showed that these people understood how and why tics happen. And it seems to remind the importance of education and how that allows people to empathize and understand. It also makes me think that educating people on disabilities would help to create a better environment and society without Ableism",Yes,Tourettes 
4/9/2021 12:36:45,Anonymous 4,https://youtu.be/NtJI8qgVKz4,reflection,,,,reflection,"In this video, I saw a pattern of how the people reacted. They were all mindful of the creator and her baking, but they all let her do her own thing, giving her her own independence in the process. I think that this was great to see, in that some people might try to overly help them because of the thought that the people with this disability are not able to do things themselves. I also saw that they were all very patient and positive even in times of the accidents. I thought that this was a sign of education about Tourette's (I would assume they understood because they are family members). This was one of the valuable thoughts/ideas I found through this video, of how education could help to reduce Ableism in society. For the logging process, I had some trouble concentrating today, and felt tired by the end of it despite the fact that the video was shorter than the ones I have done before. This makes me wonder if my state would end up affecting my empathy and the way that I write. And if so, would there be an optimal time or state to do closing readings.",Auto-ethnographic Reflection,Tourettes 
4/3/2021 19:57:40,Anonymous 4,https://youtu.be/wTSQQxF5cv8,playing among us,,0:01:26,,"tic, tourettes, gaming","I personally wondered how a person with Tourette's could play with tics, but hers seems to be mostly verbal and does not affect her gameplay. Rather she looks quite comfortable playing the game",,Tourettes 
4/3/2021 20:00:19,Anonymous 4,https://youtu.be/wTSQQxF5cv8,card swipe task + tic,,0:01:31,,"gaming, tic, tourettes, apology","She apologizes for her tics :( says that she's annoying. Seems to be thrown out casually but this just makes me wonder more if some people have told her rude things about her tics. Also, card swipe done in a satisfying manner",,Tourettes 
4/3/2021 20:04:58,Anonymous 4,https://youtu.be/wTSQQxF5cv8,talking without tics + video editing,,0:02:29,,"video editing, tourettes","She explains a certain topic and she says this without any tics. I found this interesting, mostly in the terms of video editing. In other videos, it seems to highlight or mostly use clips that highlight the tics and the funny scenes, but she chooses clips doesn't necessarily hold her tics as her main source of content. Expected because she is a gamer, also not because I thought maybe she'd use more clips of her tics.",,Tourettes 
4/3/2021 20:13:26,Anonymous 4,https://youtu.be/wTSQQxF5cv8,falsely claims to be the imposter,,0:02:57,,"tic, tourettes, gaming, reaction",falsely claims to be the imposter during the emergency meeting. other players' reactions were of genuine surprise and amusement. maybe they don't know that the gamer has Tourette's?,,Tourettes 
4/3/2021 20:16:33,Anonymous 4,https://youtu.be/wTSQQxF5cv8,"emergency meeting, other player backs her up",,0:03:39,,"gaming, tourettes, reaction","Other player backs up the creator's claims of not being the imposter, saying that she has Tourette's and that this has happened before. The creator then explains that her tics are often not about what she is thinking and that they're not always the truth, and that she cannot control what she says. Other players seem to be respectfully listening. I think that this would've been an educating moment for both the players and the viewers, especially as they have both witnessed and learned about Tourette's from the person with this disability.",,Tourettes 
4/3/2021 20:24:50,Anonymous 4,https://youtu.be/wTSQQxF5cv8,communicating with tics,,0:04:35,,"gaming, tic, tourettes, reaction","Tics seem to be happening (not sure what the right terminology is) while someone questions her about her location. Although she is saying unrelated things due to her tics, the other players remain patient. The questioner does ask ""where are you actually?"", and his tone was a little flat (?) but all the players remained silent to let her talk and managed to find the answer during her tics. Questioner's tone brightened up a bit after getting the answer. It's nice to see that the people were just listening and not trying to make fun of her.",,Tourettes 
4/3/2021 20:29:08,Anonymous 4,https://youtu.be/wTSQQxF5cv8,"tic, she truthfully claims to be the imposter",,0:05:22,0:05:38,"tic, tourettes, gaming","ooh is actually the killer and claims to be one, but I think she said she was muted? (unsure of what she said)",,Tourettes 
4/3/2021 20:40:34,Anonymous 4,https://youtu.be/wTSQQxF5cv8,tic and another player interprets,,0:06:40,,"tic, tourettes, gaming, reaction","One of the player interprets the creator's words when her tics occur when tries to talk. He gets her intended words correctly, but I wonder how she feels in that situation. Would she rather have others wait for her to speak her own thoughts or have someone else try to interpret her words?",,Tourettes 
4/3/2021 20:46:12,Anonymous 4,https://youtu.be/wTSQQxF5cv8,"ending, overall thoughts",,,,"gaming, tourettes","I think that through these types of media/content (gaming with others, etc) would be a great way to teach others about disabilities and educate them",Yes,Tourettes 
4/9/2021 11:56:01,Anonymous 4,https://youtu.be/wTSQQxF5cv8,reflection,,,,reflection,"In this video, I learned that tics don’t necessarily have to be physically. In the case of Anita, she had a lot of verbal tics, in which she said false and random things without being able to control it. I saw that the other players were respectful, not making fun of her tics and not really putting her down for it either. She was also able to teach them and the viewers about tics and how they work, which I thought could be a good way to spread more awareness and educate the public in content that people would be interested in. I think that for the logging process, I found myself getting more comfortable with the topic portion. But today, I did two close readings, and usually I send myself the responses to keep track. But since I did two, they seemed to be overlapped in one email now. It would be great to find a way to work around that, but for now, the only solution I can think of is to do one a day.",Auto-ethnographic Reflection,Tourettes 
4/3/2021 20:46:12,Anonymous 4,https://youtu.be/wTSQQxF5cv8,"ending, overall thoughts",,,,"gaming, tourettes","I think that through these types of media/content (gaming with others, etc) would be a great way to teach others about disabilities and educate them",Yes,Tourettes 
4/9/2021 11:56:01,Anonymous 4,https://youtu.be/wTSQQxF5cv8,reflection,,,,reflection,"In this video, I learned that tics don’t necessarily have to be physically. In the case of Anita, she had a lot of verbal tics, in which she said false and random things without being able to control it. I saw that the other players were respectful, not making fun of her tics and not really putting her down for it either. She was also able to teach them and the viewers about tics and how they work, which I thought could be a good way to spread more awareness and educate the public in content that people would be interested in. I think that for the logging process, I found myself getting more comfortable with the topic portion. But today, I did two close readings, and usually I send myself the responses to keep track. But since I did two, they seemed to be overlapped in one email now. It would be great to find a way to work around that, but for now, the only solution I can think of is to do one a day.",Auto-ethnographic Reflection,Tourettes 
